ID	µØÍ¼±àºÅ »»ËãºóX×ø±ê  »»ËãºóY×ø±ê  »»ËãºóZ×ø±ê
3538    world    -1356.78    227.68    4430.81
3543    world    -1356.78    227.68    4430.81
3549    world    -1356.78    227.68    4430.81
3550    world    -1356.78    227.68    4430.81
3094    world    -1800.22    242.73    3862.73
3101    world    -1800.22    242.73    3862.73
3538    world    -1800.22    242.73    3862.73
3543    world    -1800.22    242.73    3862.73
3549    world    -1800.22    242.73    3862.73
3550    world    -1800.22    242.73    3862.73
3094    world    -1599.26    218.23    4319.39
3101    world    -1599.26    218.23    4319.39
3538    world    -1599.26    218.23    4319.39
3543    world    -1599.26    218.23    4319.39
3549    world    -1599.26    218.23    4319.39
3550    world    -1599.26    218.23    4319.39
3094    world    -1475.06    218.92    4564.84
3101    world    -1475.06    218.92    4564.84
3538    world    -1475.06    218.92    4564.84
3543    world    -1475.06    218.92    4564.84
3549    world    -1475.06    218.92    4564.84
3550    world    -1475.06    218.92    4564.84
20506    world    -524.59    235.65    3899.14
19463    world    -855.69    224.49    4054.14
12278    world    -449.72    250.92    4306.25
12278    world    -579.36    246.29    4045.75
12278    world    -646.26    234.53    4110.04
7071    world    -1001.59    119.32    3627.97
7071    world    -963.53    120.81    3624.91
7071    world    -925.84    119.47    3618.94
7071    world    -894.04    119.41    3614.52
7071    world    -854.17    119.32    3616.34
7071    world    -828.74    119.49    3629.28
7071    world    -800.33    119.39    3645.77
7071    world    -774.91    119.48    3658.71
7071    world    -748.32    119.36    3668.33
7071    world    -723.74    120.68    3677.18
7071    world    -702.17    119.36    3686.2
7071    world    -674.5    119.39    3696.71
7071    world    -650.07    119.26    3704.26
7071    world    -625.48    120.02    3712.24
7071    world    -604.38    122.39    3717.38
7071    world    -583.71    132.13    3724.37
7072    world    -903.24    269.37    3730.84
7072    world    -638.91    290.62    3861.39
12278    world    -317.34    248.72    4401.59
7072    world    -838.09    297.9    4415.19
7072    world    -943.79    289.67    4415.09
7072    world    -879.85    276.85    4547.55
7072    world    -751.89    338    4547.45
7072    world    -634.04    313.91    4547.35
7072    world    -659.97    292.75    4442.78
7072    world    -760.05    277.24    4383.14
7072    world    -655.5    226.34    4334.01
12278    world    -503.52    267.72    4545.94
12278    world    -539.26    333.76    4430.66
12278    world    -540.93    263.85    4315.09
12278    world    -423.55    301.07    4411.82
12278    world    -357.68    260.63    4537.44
11164    world    -978.77    247.4    4522.2
11164    world    -1011.94    221.53    4424.04
11164    world    -829.81    228.96    4015.81
11164    world    -780.7    242.82    4096.21
7071    world    -911.97    236.78    3883.63
11164    world    -934.59    218.95    4049.58
11164    world    -969.68    219.16    4220.26
11164    world    -998.32    220.67    4582.59
7071    world    -359.34    297.03    3774.55
7071    world    -216.75    276.85    3741.58
7071    world    -522.2    236.29    3889.36
7072    world    -548.24    244.36    4126.22
11164    world    -966    220.51    4310.1
7072    world    -858.1    226.77    4215.84
11164    world    -858.1    226.77    4215.84
7071    world    -871.39    226.71    4086.98
11164    world    -871.39    226.71    4086.98
11164    world    -978.78    218.94    4113.96
7071    world    -898.15    218.91    3999.68
11164    world    -898.15    218.91    3999.68
7071    world    -759.59    223.57    3871.7
7071    world    -659.74    229.74    3781.93
1392    world    -77    230.84    3971.65
1400    world    -77    230.84    3971.65
1392    world    -73.07    230.07    4069.99
1400    world    -73.07    230.07    4069.99
1392    world    -49.32    238.23    4378.04
1400    world    -49.32    238.23    4378.04
1392    world    -69.73    225.93    4520.98
1400    world    -69.73    225.93    4520.98
1392    world    -47.01    233.74    4287.53
1400    world    -47.01    233.74    4287.53
1392    world    -63.34    234.43    4173.11
1400    world    -63.34    234.43    4173.11
7072    world    -536.62    222.14    4210.33
7072    world    -641.46    220.23    4207.21
7093    world    -837.22    229.84    3765.27
7072    world    -362.58    246.95    4105.56
7072    world    -717.25    230.37    4004.68
11164    world    -717.25    230.37    4004.68
12278    world    -425.75    221.1    4207.93
7072    world    -858.68    240.06    4299.56
11164    world    -858.68    240.06    4299.56
11164    world    -981.16    219.85    3922.03
11164    world    -976.66    221.21    4003.66
7072    world    -720.57    244.97    4098.8
11164    world    -720.57    244.97    4098.8
7071    world    -599.85    226.06    3967.61
7071    world    -989.82    220.23    3853.41
7071    world    -859.4    241.04    3850.76
7071    world    -493.57    281.4    3767.78
7071    world    -966.8    230.12    3781.76
7071    world    -773.43    219.66    3761.08
19085    world    -772.44    151.25    3671.33
16482    world    -773.37    230.27    4273.15
16474    world    -85.11    225.35    4497.35
13532    world    -755.04    253.87    4165.65
13531    world    -773.25    253.87    4169.34
13532    world    -693.75    245.21    4303.1
13531    world    -714.9    245.21    4306.13
13532    world    -717.56    253.87    4168.78
13531    world    -735.76    253.87    4172.47
13532    world    -683.18    231.25    4284.6
13532    world    -670.16    231.25    4269.44
13532    world    -669.47    231.25    4251.17
13532    world    -670.24    231.25    4230.99
13532    world    -671.85    231.25    4211.93
13532    world    -679.32    231.25    4193.62
13532    world    -690.54    231.25    4179.51
13531    world    -708.74    231.25    4183.2
13531    world    -698.7    231.25    4196.69
13531    world    -691.8    231.25    4212.19
13531    world    -689.38    231.25    4235.15
13531    world    -689.16    231.25    4253.26
13531    world    -704.33    231.25    4287.63
13531    world    -692.01    231.25    4269.72
13564    world    -826.73    231.25    4268.6
13532    world    -828.22    231.25    4293.45
13532    world    -833.09    231.25    4283.65
13532    world    -836.13    231.25    4273.51
13532    world    -835.55    231.25    4263.74
13532    world    -835.49    231.25    4253.84
13532    world    -834.9    231.25    4244.08
13532    world    -834.44    231.25    4233.68
13532    world    -833.86    231.25    4223.92
13532    world    -833.79    231.25    4214.01
13532    world    -833.21    231.25    4204.25
13531    world    -822.14    231.25    4202.81
13531    world    -821.22    231.25    4213.39
13531    world    -822    231.25    4222.45
13531    world    -821.08    231.25    4233.04
13531    world    -820.86    231.25    4242.49
13531    world    -819.95    231.25    4253.08
13531    world    -820.72    231.25    4262.14
13531    world    -809.96    231.25    4291.19
13531    world    -816    231.25    4282.15
13531    world    -819.8    231.25    4272.72
12960    world    -759.31    230.71    4226.7
11227    world    -753.59    231.93    4230.39
6995    world    -269.52    226.38    4471.74
6995    world    -270.12    230.02    4497.18
6995    world    -292.29    229.9    4481.43
7708    world    -629.66    298.67    3877.6
8542    world    -758.83    230.83    4225.78
7072    world    -848.38    219.2    3971.99
7072    world    -870.37    223.21    3931
7072    world    -817.37    218.68    3943.8
7072    world    -820.47    218.52    3935.84
7071    world    -481.53    246.31    3834.1
7071    world    -488.07    246.32    3831.63
7296    world    -377.92    229.04    4287.46
7297    world    -743.48    259.54    4166.76
7293    world    -731.4    231.79    4252.9
7292    world    -764.36    228.53    4231.06
7298    world    -736.79    232.12    4232.76
7354    world    -718.38    231.84    4248.44
7353    world    -714.43    231.97    4236.7
7352    world    -781.5    228.35    4245.78
7351    world    -788.64    230.21    4256.95
7350    world    -746.69    231.63    4263.8
7349    world    -750.47    231.74    4266.15
7348    world    -756.88    230.65    4226.27
7347    world    -752.06    230.84    4224.76
3092    world    -711.45    237.82    4128.52
3092    world    -678.26    256.09    3843.27
3092    world    -782.52    226.1    4044.28
3092    world    -1008.12    219.09    4171.51
3092    world    -817.81    219.41    3926.18
3092    world    -349.68    230.32    4581.15
3092    world    -513.47    281.62    3730.72
3092    world    -991.69    219.1    3913.23
3092    world    -546.31    231.2    4112.25
3087    world    -376.89    281.03    4433.07
3087    world    -1006.44    218.95    3923.08
3087    world    -995.87    218.88    3811.48
3087    world    -456.73    249.3    3814.65
3087    world    -874.35    226.28    4085.95
3092    world    -914.1    251.66    3816.38
3087    world    -674.13    228.21    3780.36
3087    world    -380.34    221.29    4190.38
3087    world    -523.87    250.44    4298.66
3087    world    -1003.65    221.13    4361.93
3082    world    -402.51    221.11    4249.32
3082    world    -502.33    248.87    4186.27
3082    world    -1000.32    218.99    3756.47
3082    world    -510.86    283.22    3773.79
3082    world    -245.02    282.17    3750.67
3087    world    -769.79    239.13    4309.37
3082    world    -1018.1    219.62    4421.62
3082    world    -680.21    249.25    3965.19
3082    world    -794.06    219.87    3750.31
3082    world    -862.79    225.44    4218.07
3077    world    -210.29    257.54    3709.6
3077    world    -724.88    229.33    4031.56
3077    world    -925.16    230.85    4117.35
3077    world    -522.16    238.8    3873.23
3077    world    -351.18    228.13    4136.72
3082    world    -1003.4    219.02    4080.64
3077    world    -872.95    249    3845.7
3077    world    -621.74    233.43    4167.8
3077    world    -943.26    223.01    3989.21
3077    world    -883.74    238.94    4318.64
3077    world    -1012.52    224.81    4503.32
3094    world    -585.21    233.74    4113.07
3101    world    -585.21    233.74    4113.07
3538    world    -585.21    233.74    4113.07
3543    world    -585.21    233.74    4113.07
3549    world    -585.21    233.74    4113.07
3550    world    -585.21    233.74    4113.07
3094    world    -946.69    229.38    3910.26
3101    world    -946.69    229.38    3910.26
3538    world    -946.69    229.38    3910.26
3543    world    -946.69    229.38    3910.26
3549    world    -946.69    229.38    3910.26
3550    world    -946.69    229.38    3910.26
3094    world    -779.49    219.85    3861.48
3101    world    -779.49    219.85    3861.48
3538    world    -779.49    219.85    3861.48
3543    world    -779.49    219.85    3861.48
3549    world    -779.49    219.85    3861.48
3550    world    -779.49    219.85    3861.48
3094    world    -358.33    296.54    3748.27
3101    world    -358.33    296.54    3748.27
3538    world    -358.33    296.54    3748.27
3543    world    -358.33    296.54    3748.27
3549    world    -358.33    296.54    3748.27
3550    world    -358.33    296.54    3748.27
3094    world    -953.2    219.08    4048.72
3101    world    -953.2    219.08    4048.72
3538    world    -953.2    219.08    4048.72
3543    world    -953.2    219.08    4048.72
3549    world    -953.2    219.08    4048.72
3550    world    -953.2    219.08    4048.72
3094    world    -406.65    225.71    4178.2
3101    world    -406.65    225.71    4178.2
3538    world    -406.65    225.71    4178.2
3543    world    -406.65    225.71    4178.2
3549    world    -406.65    225.71    4178.2
3550    world    -406.65    225.71    4178.2
3094    world    -811.44    233.38    4042.41
3101    world    -811.44    233.38    4042.41
3538    world    -811.44    233.38    4042.41
3543    world    -811.44    233.38    4042.41
3549    world    -811.44    233.38    4042.41
3550    world    -811.44    233.38    4042.41
3094    world    -601.7    220.35    4236.13
3101    world    -601.7    220.35    4236.13
3538    world    -601.7    220.35    4236.13
3543    world    -601.7    220.35    4236.13
3549    world    -601.7    220.35    4236.13
3550    world    -601.7    220.35    4236.13
3094    world    -826.76    235.05    4320.34
3101    world    -826.76    235.05    4320.34
3538    world    -826.76    235.05    4320.34
3543    world    -826.76    235.05    4320.34
3549    world    -826.76    235.05    4320.34
3550    world    -826.76    235.05    4320.34
